# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416427887;26062972;238461452;90.15;165984;35323132;207497328;76.03
axle;60;1416427947;24051472;240472952;90.91;166024;37335456;207492124;76.03
axle;60;1416428007;24045056;240479368;90.91;166052;37337492;207492124;76.03
axle;60;1416428067;24043720;240480704;90.91;166096;37338960;207492124;76.03
axle;60;1416428127;24040464;240483960;90.91;166144;37340824;207491932;76.03
axle;60;1416428187;20755312;243769112;92.15;166180;37342912;210942084;77.29
axle;60;1416428247;20757240;243767184;92.15;166204;37344572;210939604;77.29
axle;60;1416428307;24020640;240503784;90.92;166244;37366496;207500104;76.03
