# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416428426;sda;21.25;0.13;4864.12;228.89;0.79;37.32;0.31;0.65
axle;60;1416428486;sda;4.09;0.13;682.47;166.89;0.01;3.41;0.18;0.07
axle;60;1416428546;sda;2.42;0.13;387.26;160.28;0.02;6.90;0.19;0.05
axle;60;1416428606;sda;1.30;0.27;68.40;52.82;0.00;0.10;0.10;0.01
axle;60;1416428666;sda;0.98;0.13;80.17;81.63;0.00;0.00;0.00;0.00
axle;60;1416428726;sda;1.35;0.13;74.70;55.41;0.00;0.20;0.10;0.01
axle;60;1416428786;sda;1.00;0.40;62.02;62.40;0.00;0.00;0.00;0.00
axle;60;1416428846;sda;1.58;0.27;93.50;59.20;0.00;0.08;0.08;0.01
axle;60;1416428906;sda;1.07;0.27;52.94;49.88;0.00;0.00;0.00;0.00
axle;60;1416428966;sda;1.08;0.13;79.64;73.60;0.00;0.12;0.12;0.01
axle;60;1416429026;sda;1.33;0.67;82.53;62.40;0.00;0.05;0.05;0.01
