# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416428426;0.07;2432.06;231258.87;0.00;198122.62;0.00;0.00;0.00;0.00
axle;60;1416428486;0.07;341.24;212296.49;0.00;157568.11;0.00;0.00;0.00;0.00
axle;60;1416428546;0.07;193.63;48557.98;0.00;2732.07;0.00;0.00;0.00;0.00
axle;60;1416428606;0.13;34.20;45994.77;0.00;392.02;0.00;0.00;0.00;0.00
axle;60;1416428666;0.07;40.09;49884.78;0.00;8089.73;0.00;0.00;0.00;0.00
axle;60;1416428726;0.07;37.35;44888.74;0.00;3248.27;0.00;0.00;0.00;0.00
axle;60;1416428786;0.20;31.01;67481.36;0.00;4779.14;0.00;0.00;0.00;0.00
axle;60;1416428846;0.13;46.75;43747.20;0.00;538.78;0.00;0.00;0.00;0.00
axle;60;1416428906;0.13;26.47;24190.97;0.00;343.57;0.00;0.00;0.00;0.00
axle;60;1416428966;0.07;39.82;39869.92;0.00;231.65;0.00;0.00;0.00;0.00
axle;60;1416429026;0.33;41.27;95111.17;0.00;2727.85;0.00;0.00;0.00;0.00
